,model_type,clf,parameters,train_time,test_time,accuracy,f1_score,precision,recall,auc,p_at_5,p_at_10,p_at_20,r_at_5,r_at_10,r_at_20
31,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 10}",0.03708004951477051,0.0022339820861816406,0.93208,0.0,0.0,0.0,0.5,0.464,0.6725333333333333,0.3396,0.3415783274440518,0.9901845308205732,1.0
32,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2}",0.2988889217376709,0.003743886947631836,0.9326666666666666,0.033677765021048606,0.6666666666666666,0.017275225755791126,0.5083229045552909,0.456,0.37466666666666665,0.23226666666666668,0.33568904593639576,0.5516293678837848,0.6839418924224578
33,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5}",0.2770850658416748,0.004124879837036133,0.9342666666666667,0.21721181327405528,0.5681063122923588,0.13427561837455831,0.5634185290110425,0.44533333333333336,0.3293333333333333,0.23653333333333335,0.3278366705928543,0.4848841774636828,0.6965056929721241
34,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10}",0.12958312034606934,0.003928661346435547,0.93376,0.22857142857142854,0.5468053491827637,0.14448370632116214,0.5678788514153804,0.45226666666666665,0.3176,0.22733333333333333,0.33294071456615626,0.46760895170789163,0.6694149980369062
35,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2}",0.14389777183532715,0.0036749839782714844,0.9335466666666666,0.18080210387902695,0.5555555555555556,0.10797016097369454,0.5508379972608008,0.4544,0.3293333333333333,0.20413333333333333,0.33451118963486454,0.4848841774636828,0.6010993325480958
36,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5}",0.13502788543701172,0.003526926040649414,0.93248,0.030627871362940273,0.6153846153846154,0.015704750687082842,0.5074947522496726,0.45066666666666666,0.30293333333333333,0.21586666666666668,0.33176285826462504,0.44601491951315275,0.6356497840596781
37,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10}",0.17986202239990234,0.0034508705139160156,0.93448,0.19204209141729695,0.5910931174089069,0.11464468001570476,0.5544327454093916,0.4512,0.4026666666666667,0.24253333333333332,0.3321554770318021,0.5928543384373773,0.7141735374950923
38,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2}",0.26795291900634766,0.005839109420776367,0.93192,0.24445102101213378,0.4963942307692308,0.16215155084413035,0.5750820123688223,0.4224,0.3184,0.2112,0.31095406360424027,0.46878680800942285,0.6219081272084805
39,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5}",0.2634148597717285,0.006317138671875,0.9316,0.22012769838856797,0.48787061994609165,0.14212799371809973,0.5656281258322424,0.4357333333333333,0.3032,0.214,0.32076953278366704,0.4464075382803298,0.6301531213191991
40,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10}",0.2612190246582031,0.007277011871337891,0.932,0.23652694610778444,0.49810844892812106,0.15508441303494308,0.5718488468630785,0.42346666666666666,0.328,0.2176,0.31173930113859444,0.4829210836277974,0.64075382803298
41,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 2}",0.3607158660888672,0.005557060241699219,0.93312,0.21820448877805482,0.529500756429652,0.13741656851197487,0.5642594529682582,0.43306666666666666,0.32,0.22293333333333334,0.3188064389477817,0.4711425206124853,0.6564585787200629
42,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 5}",0.3263981342315674,0.0050868988037109375,0.9326133333333333,0.2508152979543433,0.5121065375302664,0.16607773851590105,0.5772739849847838,0.4341333333333333,0.30746666666666667,0.21466666666666667,0.3195916764821358,0.4526894385551629,0.6321162151550844
43,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 10}",0.2526521682739258,0.0050449371337890625,0.93184,0.22872661436330718,0.4941329856584094,0.14880251276010995,0.5688509459632095,0.42293333333333333,0.3370666666666667,0.2188,0.3113466823714173,0.49627012171181784,0.6442873969375736
44,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2}",0.43442797660827637,0.010640144348144531,0.9101066666666666,0.22913331808826892,0.27437020810514784,0.1967020023557126,0.5793969772028041,0.27786666666666665,0.22053333333333333,0.15186666666666668,0.20455437769925403,0.32469572045543776,0.4471927758146839
45,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5}",0.4414830207824707,0.010325908660888672,0.91768,0.2334243853985597,0.31756756756756754,0.1845308205732234,0.5778174372943078,0.2981333333333333,0.24586666666666668,0.16533333333333333,0.2194738908519827,0.3619945033372595,0.4868472712995681
46,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 10}",0.3700070381164551,0.008602142333984375,0.9218133333333334,0.24974411463664276,0.3585598824393828,0.19159795838241067,0.5833107807533029,0.3290666666666667,0.2536,0.18786666666666665,0.24224577934825284,0.37338044758539457,0.5531998429524931
47,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 2}",0.3644139766693115,0.01019597053527832,0.9138666666666667,0.22801147227533458,0.29138668295662795,0.1872791519434629,0.577045864416214,0.30133333333333334,0.23653333333333335,0.15933333333333333,0.22182960345504515,0.34825284648606203,0.4691794267765999
48,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 5}",0.3442418575286865,0.009109020233154297,0.9166133333333333,0.2288532675709001,0.3076923076923077,0.18217510797016098,0.5761532135851148,0.2912,0.23973333333333333,0.16946666666666665,0.2143698468786808,0.35296427169218686,0.49901845308205733
49,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'min_samples_split': 10}",0.31606078147888184,0.009757757186889648,0.9195466666666666,0.2429109159347553,0.33657858136300417,0.1900274833137024,0.5813668443948136,0.3178666666666667,0.24933333333333332,0.1764,0.23400078523753434,0.36709854731056146,0.519434628975265
50,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2}",0.37148475646972656,0.011858940124511719,0.89408,0.2281383598911776,0.22585609849942284,0.2304672163329407,0.5864521015719004,0.31306666666666666,0.4498666666666667,0.3396,0.2304672163329407,0.6623478602277189,1.0
51,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 5}",0.3501272201538086,0.012372970581054688,0.9054666666666666,0.2426831873531297,0.2661668228678538,0.22300745975657638,0.5891022192783396,0.30293333333333333,0.22346666666666667,0.3396,0.22300745975657638,0.32901452689438554,1.0
52,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10}",0.3364908695220947,0.010533809661865234,0.90976,0.23749436683190625,0.2786885245901639,0.20691009030231644,0.5839431291496705,0.2810666666666667,0.22773333333333334,0.3396,0.20691009030231644,0.3352964271692187,1.0
53,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2}",0.37564992904663086,0.011875152587890625,0.8968533333333333,0.2334522393975426,0.23569427771108442,0.23125245386729484,0.5883038225620627,0.3141333333333333,0.476,0.3396,0.23125245386729484,0.7008244994110718,1.0
54,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 5}",0.419140100479126,0.01129603385925293,0.9046133333333334,0.23812566560170392,0.2602420856610801,0.2194738908519827,0.5870064215796833,0.2896,0.20773333333333333,0.3396,0.21319199057714958,0.3058500196309384,1.0
55,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10}",0.4194018840789795,0.01088094711303711,0.91072,0.23666210670314636,0.2822185970636215,0.2037691401648999,0.5830020707261716,0.296,0.2312,0.3396,0.21790341578327443,0.3404004711425206,1.0
56,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 2}",0.43445801734924316,0.012246847152709961,0.8964533333333333,0.23427331887201736,0.2353407290015848,0.2332155477031802,0.5889992710049102,0.3168,0.47013333333333335,0.3396,0.2332155477031802,0.6921868865331763,1.0
57,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 5}",0.36431288719177246,0.011289119720458984,0.9040266666666666,0.22950117747805612,0.2523540489642185,0.21044365920691008,0.5825056106809019,0.28586666666666666,0.21013333333333334,0.3396,0.21044365920691008,0.309383588535532,1.0
58,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_split': 10}",0.3985409736633301,0.010664939880371094,0.9104266666666667,0.24124689405918226,0.28404255319148936,0.20965842167255594,0.5855747834623758,0.2848,0.2208,0.3396,0.20965842167255594,0.3250883392226148,1.0
59,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 2}",0.3671448230743408,0.01143026351928711,0.8933066666666667,0.21779081133919842,0.21690031152647976,0.21868865331762857,0.5805771249879992,0.29706666666666665,0.4493333333333333,0.3396,0.21868865331762857,0.6615626226933647,1.0
60,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 5}",0.5250000953674316,0.013042211532592773,0.9038933333333333,0.228925973470261,0.25152797367183827,0.21005104043973302,0.5822520816022944,0.2853333333333333,0.21306666666666665,0.3396,0.21005104043973302,0.31370239497447977,1.0
61,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'max_features': 'log2', 'min_samples_split': 10}",0.4389607906341553,0.011193037033081055,0.9095733333333333,0.23263181715320208,0.2745726495726496,0.20180604632901453,0.5814769367055481,0.27573333333333333,0.2184,0.3396,0.20298390263054575,0.3215547703180212,1.0
62,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 2}",0.057804107666015625,0.0024650096893310547,0.93208,0.0,0.0,0.0,0.5,0.8469333333333333,0.42346666666666666,0.21173333333333333,0.6234786022771889,0.6234786022771889,0.6234786022771889
63,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 5}",0.025010108947753906,0.002199888229370117,0.93208,0.0,0.0,0.0,0.5,0.464,0.6725333333333333,0.3396,0.3415783274440518,0.9901845308205732,1.0
64,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 10}",0.062497615814208984,0.004421234130859375,0.93208,0.0,0.0,0.0,0.5,0.464,0.6725333333333333,0.3396,0.3415783274440518,0.9901845308205732,1.0
65,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 2}",0.0708627700805664,0.002565145492553711,0.93208,0.0,0.0,0.0,0.5,0.9509333333333333,0.47546666666666665,0.23773333333333332,0.7000392618767177,0.7000392618767177,0.7000392618767177
66,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 5}",0.05658221244812012,0.0023179054260253906,0.93208,0.0,0.0,0.0,0.5,0.9509333333333333,0.47546666666666665,0.23773333333333332,0.7000392618767177,0.7000392618767177,0.7000392618767177
67,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=10, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 10}",0.03464913368225098,0.002396821975708008,0.93208,0.0,0.0,0.0,0.5,1.0,0.5290666666666667,0.26453333333333334,0.7361601884570083,0.778955634079309,0.778955634079309
